target_id	pdb_id	status	source	reference_path	download_status	sha256	bytes	notes
T2278	9hax	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hax.cif	cached	26366f0c5825a8818d2f00774a3f99ad7b2c4736cfbfa622a4205163a5358437	13723589	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAX_1 | F420-dependent glucose-6-phosphate dehydrogenase | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
T2278	9hay	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hay.cif	cached	2b873270844ea497acaf12812bda01c5f18b3f110b51d25e19ecfddeac536c25	20687143	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HAY_1 | F420-dependent glucose-6-phosphate dehydrogenase with glucose-6-phosphate | 2025-11-19T00:00:00.000+00:00 | X-RAY DIFFRACTION
H0267	9qbl	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qbl.cif	downloaded	051c26ce7a3a47d774bb5b434b900cc8e287a49aef8b5f048419b43076be0a38	1489585	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QBL_2 | Crystal structure of Xanthobacter autotrophicus SPARDA mutant lacking DREN nuclease domains | 2025-12-17T00:00:00.000+00:00 | X-RAY DIFFRACTION
H0267	9qbq	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qbq.cif	downloaded	c374cfb0939a47c28e4bbf5c71a0bd9ad5eef5e2e55797534e5317b547b778ad	1435290	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QBQ_2 | Crystal structure of apo SPARDA complex from Xanthobacter autotrophicus | 2025-12-17T00:00:00.000+00:00 | X-RAY DIFFRACTION
H0267	9qcc	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	downloaded	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	6387421	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1267	9qbl	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qbl.cif	cached	051c26ce7a3a47d774bb5b434b900cc8e287a49aef8b5f048419b43076be0a38	1489585	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QBL_2 | Crystal structure of Xanthobacter autotrophicus SPARDA mutant lacking DREN nuclease domains | 2025-12-17T00:00:00.000+00:00 | X-RAY DIFFRACTION
H1267	9qbq	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qbq.cif	cached	c374cfb0939a47c28e4bbf5c71a0bd9ad5eef5e2e55797534e5317b547b778ad	1435290	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QBQ_2 | Crystal structure of apo SPARDA complex from Xanthobacter autotrophicus | 2025-12-17T00:00:00.000+00:00 | X-RAY DIFFRACTION
H1267	9qcc	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	cached	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	6387421	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2267	9qbl	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qbl.cif	cached	051c26ce7a3a47d774bb5b434b900cc8e287a49aef8b5f048419b43076be0a38	1489585	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QBL_2 | Crystal structure of Xanthobacter autotrophicus SPARDA mutant lacking DREN nuclease domains | 2025-12-17T00:00:00.000+00:00 | X-RAY DIFFRACTION
H2267	9qbq	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qbq.cif	cached	c374cfb0939a47c28e4bbf5c71a0bd9ad5eef5e2e55797534e5317b547b778ad	1435290	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QBQ_2 | Crystal structure of apo SPARDA complex from Xanthobacter autotrophicus | 2025-12-17T00:00:00.000+00:00 | X-RAY DIFFRACTION
H2267	9qcc	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9qcc.cif	cached	de11b6c64871fbe074abc11bb5b7af20c31d0a27d61ba58404599bec779eb843	6387421	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9QCC_2 | Activated XauSPARDA filament assembly with bound dsDNA substrate | 2025-12-17T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	6ezo	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6ezo.cif	downloaded	9b1e48287dbcfea1ce9906ded05285038731828a3ad687ea72f14154dcd0d972	2410760	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6EZO_5 | Eukaryotic initiation factor EIF2B in complex with ISRIB | 2018-03-28T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	6k71	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6k71.cif	downloaded	d302f40f34666e56cfc47671e3747ef3f3038339ba2cfc6af2dfb871b52950e7	3318768	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6K71_5 | eIF2 - eIF2B complex | 2019-07-10T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	6k72	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6k72.cif	downloaded	74adb8c4e9b3b0680c411f0b2093a66e732c5350189dcc488186ceffe5c214ef	3353775	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6K72_5 | eIF2(aP) - eIF2B complex | 2019-07-10T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	6o85	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6o85.cif	downloaded	bc93b8b194c02375e98e0c06f4ca76f7c55981b17668518782c794f1b2f2d33f	3478916	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6O85_1 | Electron cryo-microscopy of the eukaryotic translation initiation factor 2B bound to eukaryotic translation initiation factor 2 from Homo sapiens | 2019-05-15T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	7d43	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d43.cif	downloaded	bb24352a5c946b829ae35b7f39b8cc16d094d97cdd06c7a892eb7c826950122b	3378621	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D43_5 | eIF2B-eIF2(aP), aPg complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	7d44	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d44.cif	downloaded	94ac7979f473f4d2295626bfe9cca998dc1e138a2f770c3954685bbd289e845a	3000239	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D44_5 | eIF2B-eIF2(aP), aP2 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	7d45	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d45.cif	downloaded	2bdffa54690f13f0845528b9707bd1b4cdb5aacf70acc9a90f25443eb6cbdc4c	2882837	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D45_5 | eIF2B-eIF2(aP), aP1 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	7d46	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d46.cif	downloaded	b92cf9af4ae854f167fee731cd532786340baeb5750a08f82d24e38e7b5a39ad	2690674	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D46_5 | eIF2B apo | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	7f64	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f64.cif	downloaded	b95dd2a0269b3244740b058e0a8d726f4b464bf3a90f5046920b320e850f7a05	2932856	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F64_5 | eIF2B-SFSV NSs | 2021-12-08T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	7f66	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f66.cif	downloaded	afe4781e8250076b7cc69051e37f5e623b1bf854d8a28d129caf0e5f483c958f	3503674	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F66_5 | eIF2B-SFSV NSs-1-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	7f67	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f67.cif	downloaded	d4ffdd588833c780ee263b1eb309005a6bb6599cdccd08a14ecc66a2b68bb762	3999122	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F67_5 | eIF2B-SFSV NSs-2-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	7kmf	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7kmf.cif	downloaded	d8064b1f7d7aba9f472c4453c344f970bd26d1efb0b52f76e56fad08d49f13b3	2726062	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7KMF_4 | Sugar phosphate activation of the stress sensor eIF2B | 2021-07-14T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	7rlo	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7rlo.cif	downloaded	aeb32f20ec9b4cae68e0bd3d3cfa981f59a039cb2b76fa2f57fdb198059d2534	3217085	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7RLO_1 | Structure of the human eukaryotic translation initiation factor 2B (eIF2B) in complex with a viral protein NSs | 2021-12-22T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	7trj	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7trj.cif	downloaded	7aa805f87e5c0a37ef0906ce74d7c4441dd416e49509b74d14c47448ee249a92	2836292	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7TRJ_1 | The eukaryotic translation initiation factor 2B from Homo sapiens with a H160D mutation in the beta subunit | 2022-04-27T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	7vlk	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7vlk.cif	downloaded	51d740ee75eef31c6879de5a7ee78bf5fbbcda3770ce4f9e4bffe634d5dfbd71	2935023	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7VLK_5 | eIF2B-SFSV NSs C2-imposed | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	9hvd	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hvd.cif	downloaded	60231b0603cfb47c34d6578181f71dda1b40ce1d4960990f1c87fa744f3501dd	3217656	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HVD_3 | Native human P-eIF2-eIF2B complex | 2025-11-19T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	9hve	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hve.cif	downloaded	2aacf2192283650dfa58d271e7d371dded823bf8241223ca63899942b04a420f	4648101	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HVE_3 | Native human eIF2-eIF2B complex | 2025-11-19T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	9y3v	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9y3v.cif	downloaded	69396a605fdfa9a8009afa20b62d7f73646734fb63748ff407d426ee9af5a044	3324554	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9Y3V_1 | Eukaryotic translation initiation factor 2-B (eIF2B) bound to the viral effector AcP10 | 2026-06-24T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	9y4b	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9y4b.cif	downloaded	9fb6b6cdc0725dae4ea2ced7031d42669e10aadaf116e772f7d2730b8c67756f	3640275	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9Y4B_1 | Eukaryotic translation initiation factor 2-B (eIF2B) with a truncation in the beta subunit (active-like-state) bound to the viral effector AcP10 | 2026-06-24T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H1217	9y4w	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9y4w.cif	downloaded	cdb9325cf4e423f836b9e6ed3e00d47e03516969cd0cde182472450f89f7458e	3185094	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9Y4W_1 | Eukaryotic translation initiation factor 2-B (eIF2B) with a truncation in the beta subunit (active-like-state) asymmetrically bound to the viral effector AcP10 | 2026-06-24T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H0217	6ezo	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6ezo.cif	cached	9b1e48287dbcfea1ce9906ded05285038731828a3ad687ea72f14154dcd0d972	2410760	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6EZO_5 | Eukaryotic initiation factor EIF2B in complex with ISRIB | 2018-03-28T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H0217	6k71	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6k71.cif	cached	d302f40f34666e56cfc47671e3747ef3f3038339ba2cfc6af2dfb871b52950e7	3318768	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6K71_5 | eIF2 - eIF2B complex | 2019-07-10T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H0217	6k72	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6k72.cif	cached	74adb8c4e9b3b0680c411f0b2093a66e732c5350189dcc488186ceffe5c214ef	3353775	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6K72_5 | eIF2(aP) - eIF2B complex | 2019-07-10T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H0217	6o85	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/6o85.cif	cached	bc93b8b194c02375e98e0c06f4ca76f7c55981b17668518782c794f1b2f2d33f	3478916	full_construct_exact_candidate_needs_native_provenance_and_mapping | 6O85_1 | Electron cryo-microscopy of the eukaryotic translation initiation factor 2B bound to eukaryotic translation initiation factor 2 from Homo sapiens | 2019-05-15T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H0217	7d43	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d43.cif	cached	bb24352a5c946b829ae35b7f39b8cc16d094d97cdd06c7a892eb7c826950122b	3378621	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D43_5 | eIF2B-eIF2(aP), aPg complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H0217	7d44	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d44.cif	cached	94ac7979f473f4d2295626bfe9cca998dc1e138a2f770c3954685bbd289e845a	3000239	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D44_5 | eIF2B-eIF2(aP), aP2 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H0217	7d45	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d45.cif	cached	2bdffa54690f13f0845528b9707bd1b4cdb5aacf70acc9a90f25443eb6cbdc4c	2882837	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D45_5 | eIF2B-eIF2(aP), aP1 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H0217	7d46	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d46.cif	cached	b92cf9af4ae854f167fee731cd532786340baeb5750a08f82d24e38e7b5a39ad	2690674	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D46_5 | eIF2B apo | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H0217	7f64	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f64.cif	cached	b95dd2a0269b3244740b058e0a8d726f4b464bf3a90f5046920b320e850f7a05	2932856	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F64_5 | eIF2B-SFSV NSs | 2021-12-08T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H0217	7f66	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f66.cif	cached	afe4781e8250076b7cc69051e37f5e623b1bf854d8a28d129caf0e5f483c958f	3503674	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F66_5 | eIF2B-SFSV NSs-1-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H0217	7f67	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f67.cif	cached	d4ffdd588833c780ee263b1eb309005a6bb6599cdccd08a14ecc66a2b68bb762	3999122	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F67_5 | eIF2B-SFSV NSs-2-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H0217	7kmf	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7kmf.cif	cached	d8064b1f7d7aba9f472c4453c344f970bd26d1efb0b52f76e56fad08d49f13b3	2726062	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7KMF_4 | Sugar phosphate activation of the stress sensor eIF2B | 2021-07-14T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H0217	7rlo	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7rlo.cif	cached	aeb32f20ec9b4cae68e0bd3d3cfa981f59a039cb2b76fa2f57fdb198059d2534	3217085	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7RLO_1 | Structure of the human eukaryotic translation initiation factor 2B (eIF2B) in complex with a viral protein NSs | 2021-12-22T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H0217	7trj	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7trj.cif	cached	7aa805f87e5c0a37ef0906ce74d7c4441dd416e49509b74d14c47448ee249a92	2836292	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7TRJ_1 | The eukaryotic translation initiation factor 2B from Homo sapiens with a H160D mutation in the beta subunit | 2022-04-27T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H0217	7vlk	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7vlk.cif	cached	51d740ee75eef31c6879de5a7ee78bf5fbbcda3770ce4f9e4bffe634d5dfbd71	2935023	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7VLK_5 | eIF2B-SFSV NSs C2-imposed | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H0217	9hvd	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hvd.cif	cached	60231b0603cfb47c34d6578181f71dda1b40ce1d4960990f1c87fa744f3501dd	3217656	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HVD_3 | Native human P-eIF2-eIF2B complex | 2025-11-19T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H0217	9hve	candidate	rcsb_exact_sequence_probe	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/9hve.cif	cached	2aacf2192283650dfa58d271e7d371dded823bf8241223ca63899942b04a420f	4648101	full_construct_exact_candidate_needs_native_provenance_and_mapping | 9HVE_3 | Native human eIF2-eIF2B complex | 2025-11-19T00:00:00.000+00:00 | ELECTRON MICROSCOPY
