target_id,prediction_path,confidence_path,selection_qa_path,candidate_count,pairwise_ok_count,consensus_score,cluster_support,min_cluster_score,status,message
T2235O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2235O/seed_101/predictions/T2235O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2235O/seed_101/predictions/T2235O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2235O/seed_101/predictions/T2235O_summary_confidence_sample_0.selection_qa.json,5,4,0.920375,1.000000,0.500000,ok,
T2235O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2235O/seed_102/predictions/T2235O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2235O/seed_102/predictions/T2235O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2235O/seed_102/predictions/T2235O_summary_confidence_sample_0.selection_qa.json,5,4,0.945525,1.000000,0.500000,ok,
T2235O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2235O/seed_103/predictions/T2235O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2235O/seed_103/predictions/T2235O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2235O/seed_103/predictions/T2235O_summary_confidence_sample_0.selection_qa.json,5,4,0.948125,1.000000,0.500000,ok,
T2235O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2235O/seed_104/predictions/T2235O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2235O/seed_104/predictions/T2235O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2235O/seed_104/predictions/T2235O_summary_confidence_sample_0.selection_qa.json,5,4,0.943775,1.000000,0.500000,ok,
T2235O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2235O/seed_105/predictions/T2235O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2235O/seed_105/predictions/T2235O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2235O/seed_105/predictions/T2235O_summary_confidence_sample_0.selection_qa.json,5,4,0.921350,1.000000,0.500000,ok,
T0206O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T0206O/seed_101/predictions/T0206O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T0206O/seed_101/predictions/T0206O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T0206O/seed_101/predictions/T0206O_summary_confidence_sample_0.selection_qa.json,5,4,0.976975,1.000000,0.500000,ok,
T0206O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T0206O/seed_102/predictions/T0206O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T0206O/seed_102/predictions/T0206O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T0206O/seed_102/predictions/T0206O_summary_confidence_sample_0.selection_qa.json,5,4,0.977225,1.000000,0.500000,ok,
T0206O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T0206O/seed_103/predictions/T0206O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T0206O/seed_103/predictions/T0206O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T0206O/seed_103/predictions/T0206O_summary_confidence_sample_0.selection_qa.json,5,4,0.975100,1.000000,0.500000,ok,
T0206O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T0206O/seed_104/predictions/T0206O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T0206O/seed_104/predictions/T0206O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T0206O/seed_104/predictions/T0206O_summary_confidence_sample_0.selection_qa.json,5,4,0.964175,1.000000,0.500000,ok,
T0206O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T0206O/seed_105/predictions/T0206O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T0206O/seed_105/predictions/T0206O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T0206O/seed_105/predictions/T0206O_summary_confidence_sample_0.selection_qa.json,5,4,0.978675,1.000000,0.500000,ok,
T1206O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1206O/seed_101/predictions/T1206O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1206O/seed_101/predictions/T1206O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1206O/seed_101/predictions/T1206O_summary_confidence_sample_0.selection_qa.json,5,4,0.977050,1.000000,0.500000,ok,
T1206O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1206O/seed_102/predictions/T1206O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1206O/seed_102/predictions/T1206O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1206O/seed_102/predictions/T1206O_summary_confidence_sample_0.selection_qa.json,5,4,0.978725,1.000000,0.500000,ok,
T1206O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1206O/seed_103/predictions/T1206O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1206O/seed_103/predictions/T1206O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1206O/seed_103/predictions/T1206O_summary_confidence_sample_0.selection_qa.json,5,4,0.975875,1.000000,0.500000,ok,
T1206O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1206O/seed_104/predictions/T1206O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1206O/seed_104/predictions/T1206O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1206O/seed_104/predictions/T1206O_summary_confidence_sample_0.selection_qa.json,5,4,0.969750,1.000000,0.500000,ok,
T1206O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1206O/seed_105/predictions/T1206O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1206O/seed_105/predictions/T1206O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T1206O/seed_105/predictions/T1206O_summary_confidence_sample_0.selection_qa.json,5,4,0.980400,1.000000,0.500000,ok,
T2206O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2206O/seed_101/predictions/T2206O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2206O/seed_101/predictions/T2206O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2206O/seed_101/predictions/T2206O_summary_confidence_sample_0.selection_qa.json,5,4,0.974400,1.000000,0.500000,ok,
T2206O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2206O/seed_102/predictions/T2206O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2206O/seed_102/predictions/T2206O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2206O/seed_102/predictions/T2206O_summary_confidence_sample_0.selection_qa.json,5,4,0.976725,1.000000,0.500000,ok,
T2206O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2206O/seed_103/predictions/T2206O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2206O/seed_103/predictions/T2206O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2206O/seed_103/predictions/T2206O_summary_confidence_sample_0.selection_qa.json,5,4,0.974525,1.000000,0.500000,ok,
T2206O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2206O/seed_104/predictions/T2206O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2206O/seed_104/predictions/T2206O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2206O/seed_104/predictions/T2206O_summary_confidence_sample_0.selection_qa.json,5,4,0.965225,1.000000,0.500000,ok,
T2206O,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2206O/seed_105/predictions/T2206O_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2206O/seed_105/predictions/T2206O_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/T2206O/seed_105/predictions/T2206O_summary_confidence_sample_0.selection_qa.json,5,4,0.977675,1.000000,0.500000,ok,
H1202,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H1202/seed_101/predictions/H1202_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H1202/seed_101/predictions/H1202_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H1202/seed_101/predictions/H1202_summary_confidence_sample_0.selection_qa.json,5,4,0.881600,1.000000,0.500000,ok,
H1202,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H1202/seed_102/predictions/H1202_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H1202/seed_102/predictions/H1202_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H1202/seed_102/predictions/H1202_summary_confidence_sample_0.selection_qa.json,5,4,0.907625,1.000000,0.500000,ok,
H1202,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H1202/seed_103/predictions/H1202_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H1202/seed_103/predictions/H1202_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H1202/seed_103/predictions/H1202_summary_confidence_sample_0.selection_qa.json,5,4,0.862350,1.000000,0.500000,ok,
H1202,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H1202/seed_104/predictions/H1202_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H1202/seed_104/predictions/H1202_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H1202/seed_104/predictions/H1202_summary_confidence_sample_0.selection_qa.json,5,4,0.911175,1.000000,0.500000,ok,
H1202,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H1202/seed_105/predictions/H1202_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H1202/seed_105/predictions/H1202_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H1202/seed_105/predictions/H1202_summary_confidence_sample_0.selection_qa.json,5,4,0.911850,1.000000,0.500000,ok,
H2202,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H2202/seed_101/predictions/H2202_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H2202/seed_101/predictions/H2202_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H2202/seed_101/predictions/H2202_summary_confidence_sample_0.selection_qa.json,5,4,0.814400,1.000000,0.500000,ok,
H2202,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H2202/seed_102/predictions/H2202_sample_0.cif,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H2202/seed_102/predictions/H2202_summary_confidence_sample_0.json,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_v2_attack_scoreable_input_repair_overlay_msa_reuse_protenix5_seed101_105/predictions/protenix-v2/H2202/seed_102/predictions/H2202_summary_confidence_sample_0.selection_qa.json,5,4,0.841175,1.000000,0.500000,ok,
